assembly,village,candidate,party,votes,rank_in_ac,is_top4
Bawani Khera,Kharak Kalan,Master Satbir Ratera,,567,3,1
Bawani Khera,Kharak Kalan,Sandeep Singh Janagal,BSP,33,4,1
Bawani Khera,Kharak Kalan,Langyan Guddi,JJP,30,5,0
Bawani Khera,Kharak Kalan,Dharambir,,11,6,0
Bawani Khera,Kharak Kalan,Ramesh Kumar,,10,7,0
Bawani Khera,Kharak Kalan,Ravita Satbir Ratera,,10,8,0
Bawani Khera,Kharak Kalan,Dhanak Manju,,6,9,0
Bawani Khera,Kharak Kalan,Vikas,,5,10,0
Bawani Khera,Kharak Khurd,Kapoor Singh,BJP,1727,1,1
Bawani Khera,Kharak Khurd,Pradeep Narwal,INC,352,2,1
Bawani Khera,Kharak Khurd,Master Satbir Ratera,,74,3,1
Bawani Khera,Kharak Khurd,Sandeep Singh Janagal,BSP,1,4,1
Bawani Khera,Kharak Khurd,Langyan Guddi,JJP,10,5,0
Bawani Khera,Kharak Khurd,Dharambir,,4,6,0
Bawani Khera,Kharak Khurd,Ramesh Kumar,,1,7,0
Bawani Khera,Kharak Khurd,Ravita Satbir Ratera,,4,8,0
Bawani Khera,Kharak Khurd,Dhanak Manju,,0,9,0
Bawani Khera,Kharak Khurd,Vikas,,1,10,0
Bawani Khera,Khedi Daulatpur Majra Siwana,Kapoor Singh,BJP,281,1,1
Bawani Khera,Khedi Daulatpur Majra Siwana,Pradeep Narwal,INC,831,2,1
Bawani Khera,Khedi Daulatpur Majra Siwana,Master Satbir Ratera,,45,3,1
Bawani Khera,Khedi Daulatpur Majra Siwana,Sandeep Singh Janagal,BSP,16,4,1
Bawani Khera,Khedi Daulatpur Majra Siwana,Langyan Guddi,JJP,4,5,0
Bawani Khera,Khedi Daulatpur Majra Siwana,Dharambir,,2,6,0
Bawani Khera,Khedi Daulatpur Majra Siwana,Ramesh Kumar,,0,7,0
Bawani Khera,Khedi Daulatpur Majra Siwana,Ravita Satbir Ratera,,0,8,0
Bawani Khera,Khedi Daulatpur Majra Siwana,Dhanak Manju,,1,9,0
Bawani Khera,Khedi Daulatpur Majra Siwana,Vikas,,0,10,0
Bawani Khera,Kungar,Kapoor Singh,BJP,854,1,1
Bawani Khera,Kungar,Pradeep Narwal,INC,2712,2,1
Bawani Khera,Kungar,Master Satbir Ratera,,155,3,1
Bawani Khera,Kungar,Sandeep Singh Janagal,BSP,10,4,1
Bawani Khera,Kungar,Langyan Guddi,JJP,35,5,0
Bawani Khera,Kungar,Dharambir,,148,6,0
Bawani Khera,Kungar,Ramesh Kumar,,2,7,0
Bawani Khera,Kungar,Ravita Satbir Ratera,,3,8,0
Bawani Khera,Kungar,Dhanak Manju,,1,9,0
Bawani Khera,Kungar,Vikas,,0,10,0
Bawani Khera,Lohari Jatu,Kapoor Singh,BJP,3311,1,1
Bawani Khera,Lohari Jatu,Pradeep Narwal,INC,921,2,1
Bawani Khera,Lohari Jatu,Master Satbir Ratera,,552,3,1
Bawani Khera,Lohari Jatu,Sandeep Singh Janagal,BSP,7,4,1
Bawani Khera,Lohari Jatu,Langyan Guddi,JJP,11,5,0
Bawani Khera,Lohari Jatu,Dharambir,,18,6,0
Bawani Khera,Lohari Jatu,Ramesh Kumar,,5,7,0
Bawani Khera,Lohari Jatu,Ravita Satbir Ratera,,5,8,0
Bawani Khera,Lohari Jatu,Dhanak Manju,,3,9,0
Bawani Khera,Lohari Jatu,Vikas,,0,10,0
Bawani Khera,Mandana,Kapoor Singh,BJP,1902,1,1
Bawani Khera,Mandana,Pradeep Narwal,INC,1222,2,1
Bawani Khera,Mandana,Master Satbir Ratera,,137,3,1
Bawani Khera,Mandana,Sandeep Singh Janagal,BSP,6,4,1
Bawani Khera,Mandana,Langyan Guddi,JJP,8,5,0
Bawani Khera,Mandana,Dharambir,,13,6,0
Bawani Khera,Mandana,Ramesh Kumar,,1,7,0
Bawani Khera,Mandana,Ravita Satbir Ratera,,1,8,0
Bawani Khera,Mandana,Dhanak Manju,,2,9,0
Bawani Khera,Mandana,Vikas,,0,10,0
Bawani Khera,Milakpur Majra Badsi,Kapoor Singh,BJP,231,1,1
Bawani Khera,Milakpur Majra Badsi,Pradeep Narwal,INC,146,2,1
Bawani Khera,Milakpur Majra Badsi,Master Satbir Ratera,,45,3,1
Bawani Khera,Milakpur Majra Badsi,Sandeep Singh Janagal,BSP,2,4,1
Bawani Khera,Milakpur Majra Badsi,Langyan Guddi,JJP,3,5,0
Bawani Khera,Milakpur Majra Badsi,Dharambir,,1,6,0
Bawani Khera,Milakpur Majra Badsi,Ramesh Kumar,,3,7,0
Bawani Khera,Milakpur Majra Badsi,Ravita Satbir Ratera,,2,8,0
Bawani Khera,Milakpur Majra Badsi,Dhanak Manju,,1,9,0
Bawani Khera,Milakpur Majra Badsi,Vikas,,0,10,0
Bawani Khera,Mitathal,Kapoor Singh,BJP,1330,1,1
Bawani Khera,Mitathal,Pradeep Narwal,INC,1829,2,1
Bawani Khera,Mitathal,Master Satbir Ratera,,985,3,1
Bawani Khera,Mitathal,Sandeep Singh Janagal,BSP,48,4,1
Bawani Khera,Mitathal,Langyan Guddi,JJP,22,5,0
Bawani Khera,Mitathal,Dharambir,,6,6,0
Bawani Khera,Mitathal,Ramesh Kumar,,5,7,0
Bawani Khera,Mitathal,Ravita Satbir Ratera,,10,8,0
Bawani Khera,Mitathal,Dhanak Manju,,3,9,0
Bawani Khera,Mitathal,Vikas,,1,10,0
Bawani Khera,Mundhal Kalan,Kapoor Singh,BJP,1027,1,1
Bawani Khera,Mundhal Kalan,Pradeep Narwal,INC,519,2,1
Bawani Khera,Mundhal Kalan,Master Satbir Ratera,,32,3,1
Bawani Khera,Mundhal Kalan,Sandeep Singh Janagal,BSP,6,4,1
Bawani Khera,Mundhal Kalan,Langyan Guddi,JJP,14,5,0
Bawani Khera,Mundhal Kalan,Dharambir,,3,6,0
Bawani Khera,Mundhal Kalan,Ramesh Kumar,,2,7,0
Bawani Khera,Mundhal Kalan,Ravita Satbir Ratera,,0,8,0
Bawani Khera,Mundhal Kalan,Dhanak Manju,,1,9,0
Bawani Khera,Mundhal Kalan,Vikas,,0,10,0
Bawani Khera,Mundhal Khurd,Kapoor Singh,BJP,1586,1,1
Bawani Khera,Mundhal Khurd,Pradeep Narwal,INC,2253,2,1
Bawani Khera,Mundhal Khurd,Master Satbir Ratera,,142,3,1
Bawani Khera,Mundhal Khurd,Sandeep Singh Janagal,BSP,100,4,1
Bawani Khera,Mundhal Khurd,Langyan Guddi,JJP,60,5,0
Bawani Khera,Mundhal Khurd,Dharambir,,6,6,0
Bawani Khera,Mundhal Khurd,Ramesh Kumar,,0,7,0
Bawani Khera,Mundhal Khurd,Ravita Satbir Ratera,,2,8,0
Bawani Khera,Mundhal Khurd,Dhanak Manju,,3,9,0
Bawani Khera,Mundhal Khurd,Vikas,,1,10,0
Bawani Khera,Nathuwas,Kapoor Singh,BJP,528,1,1
Bawani Khera,Nathuwas,Pradeep Narwal,INC,773,2,1
Bawani Khera,Nathuwas,Master Satbir Ratera,,241,3,1
Bawani Khera,Nathuwas,Sandeep Singh Janagal,BSP,2,4,1
Bawani Khera,Nathuwas,Langyan Guddi,JJP,9,5,0
Bawani Khera,Nathuwas,Dharambir,,7,6,0
Bawani Khera,Nathuwas,Ramesh Kumar,,1,7,0
Bawani Khera,Nathuwas,Ravita Satbir Ratera,,4,8,0
Bawani Khera,Nathuwas,Dhanak Manju,,1,9,0
Bawani Khera,Nathuwas,Vikas,,1,10,0
Bawani Khera,Ninan,Kapoor Singh,BJP,409,1,1
Bawani Khera,Ninan,Pradeep Narwal,INC,420,2,1
Bawani Khera,Ninan,Master Satbir Ratera,,48,3,1
Bawani Khera,Ninan,Sandeep Singh Janagal,BSP,2,4,1
Bawani Khera,Ninan,Langyan Guddi,JJP,2,5,0
Bawani Khera,Ninan,Dharambir,,4,6,0
Bawani Khera,Ninan,Ramesh Kumar,,0,7,0
Bawani Khera,Ninan,Ravita Satbir Ratera,,3,8,0
Bawani Khera,Ninan,Dhanak Manju,,0,9,0
Bawani Khera,Ninan,Vikas,,1,10,0
Bawani Khera,Paluwas,Kapoor Singh,BJP,2353,1,1
Bawani Khera,Paluwas,Pradeep Narwal,INC,715,2,1
Bawani Khera,Paluwas,Master Satbir Ratera,,187,3,1
Bawani Khera,Paluwas,Sandeep Singh Janagal,BSP,19,4,1
Bawani Khera,Paluwas,Langyan Guddi,JJP,34,5,0
Bawani Khera,Paluwas,Dharambir,,8,6,0
Bawani Khera,Paluwas,Ramesh Kumar,,4,7,0
Bawani Khera,Paluwas,Ravita Satbir Ratera,,3,8,0
Bawani Khera,Paluwas,Dhanak Manju,,2,9,0
Bawani Khera,Paluwas,Vikas,,1,10,0
Bawani Khera,Paposa,Kapoor Singh,BJP,684,1,1
Bawani Khera,Paposa,Pradeep Narwal,INC,1358,2,1
Bawani Khera,Paposa,Master Satbir Ratera,,139,3,1
Bawani Khera,Paposa,Sandeep Singh Janagal,BSP,14,4,1
Bawani Khera,Paposa,Langyan Guddi,JJP,7,5,0
Bawani Khera,Paposa,Dharambir,,10,6,0
Bawani Khera,Paposa,Ramesh Kumar,,0,7,0
Bawani Khera,Paposa,Ravita Satbir Ratera,,2,8,0
Bawani Khera,Paposa,Dhanak Manju,,1,9,0
Bawani Khera,Paposa,Vikas,,0,10,0
Bawani Khera,Prem Nagar,Kapoor Singh,BJP,426,1,1
Bawani Khera,Prem Nagar,Pradeep Narwal,INC,1293,2,1
Bawani Khera,Prem Nagar,Master Satbir Ratera,,116,3,1
Bawani Khera,Prem Nagar,Sandeep Singh Janagal,BSP,36,4,1
Bawani Khera,Prem Nagar,Langyan Guddi,JJP,10,5,0
Bawani Khera,Prem Nagar,Dharambir,,19,6,0
Bawani Khera,Prem Nagar,Ramesh Kumar,,1,7,0
Bawani Khera,Prem Nagar,Ravita Satbir Ratera,,1,8,0
Bawani Khera,Prem Nagar,Dhanak Manju,,1,9,0
Bawani Khera,Prem Nagar,Vikas,,0,10,0
Bawani Khera,Pur,Kapoor Singh,BJP,2015,1,1
Bawani Khera,Pur,Pradeep Narwal,INC,1301,2,1
Bawani Khera,Pur,Master Satbir Ratera,,475,3,1
Bawani Khera,Pur,Sandeep Singh Janagal,BSP,16,4,1
Bawani Khera,Pur,Langyan Guddi,JJP,9,5,0
Bawani Khera,Pur,Dharambir,,6,6,0
Bawani Khera,Pur,Ramesh Kumar,,3,7,0
Bawani Khera,Pur,Ravita Satbir Ratera,,0,8,0
Bawani Khera,Pur,Dhanak Manju,,4,9,0
Bawani Khera,Pur,Vikas,,2,10,0
Bawani Khera,Puskani,Kapoor Singh,BJP,163,1,1
Bawani Khera,Puskani,Pradeep Narwal,INC,176,2,1
Bawani Khera,Puskani,Master Satbir Ratera,,60,3,1
Bawani Khera,Puskani,Sandeep Singh Janagal,BSP,1,4,1
Bawani Khera,Puskani,Langyan Guddi,JJP,0,5,0
Bawani Khera,Puskani,Dharambir,,4,6,0
Bawani Khera,Puskani,Ramesh Kumar,,1,7,0
Bawani Khera,Puskani,Ravita Satbir Ratera,,0,8,0
Bawani Khera,Puskani,Dhanak Manju,,0,9,0
Bawani Khera,Puskani,Vikas,,0,10,0
Bawani Khera,Rampura,Kapoor Singh,BJP,620,1,1
Bawani Khera,Rampura,Pradeep Narwal,INC,253,2,1
Bawani Khera,Rampura,Master Satbir Ratera,,66,3,1
Bawani Khera,Rampura,Sandeep Singh Janagal,BSP,2,4,1
Bawani Khera,Rampura,Langyan Guddi,JJP,0,5,0
Bawani Khera,Rampura,Dharambir,,5,6,0
Bawani Khera,Rampura,Ramesh Kumar,,2,7,0
Bawani Khera,Rampura,Ravita Satbir Ratera,,0,8,0
Bawani Khera,Rampura,Dhanak Manju,,1,9,0
Bawani Khera,Rampura,Vikas,,0,10,0
Bawani Khera,Ratera,Kapoor Singh,BJP,1337,1,1
Bawani Khera,Ratera,Pradeep Narwal,INC,512,2,1
Bawani Khera,Ratera,Master Satbir Ratera,,963,3,1
Bawani Khera,Ratera,Sandeep Singh Janagal,BSP,45,4,1
Bawani Khera,Ratera,Langyan Guddi,JJP,20,5,0
Bawani Khera,Ratera,Dharambir,,3,6,0
Bawani Khera,Ratera,Ramesh Kumar,,3,7,0
Bawani Khera,Ratera,Ravita Satbir Ratera,,9,8,0
Bawani Khera,Ratera,Dhanak Manju,,5,9,0
Bawani Khera,Ratera,Vikas,,2,10,0
Bawani Khera,Riyadi Kheda,Kapoor Singh,BJP,1279,1,1
Bawani Khera,Riyadi Kheda,Pradeep Narwal,INC,497,2,1
Bawani Khera,Riyadi Kheda,Master Satbir Ratera,,143,3,1
Bawani Khera,Riyadi Kheda,Sandeep Singh Janagal,BSP,10,4,1
Bawani Khera,Riyadi Kheda,Langyan Guddi,JJP,40,5,0
Bawani Khera,Riyadi Kheda,Dharambir,,9,6,0
Bawani Khera,Riyadi Kheda,Ramesh Kumar,,3,7,0
Bawani Khera,Riyadi Kheda,Ravita Satbir Ratera,,0,8,0
Bawani Khera,Riyadi Kheda,Dhanak Manju,,2,9,0
Bawani Khera,Riyadi Kheda,Vikas,,1,10,0
Bawani Khera,Rohant,Kapoor Singh,BJP,754,1,1
Bawani Khera,Rohant,Pradeep Narwal,INC,1264,2,1
Bawani Khera,Rohant,Master Satbir Ratera,,200,3,1
Bawani Khera,Rohant,Sandeep Singh Janagal,BSP,8,4,1
Bawani Khera,Rohant,Langyan Guddi,JJP,37,5,0
Bawani Khera,Rohant,Dharambir,,14,6,0
Bawani Khera,Rohant,Ramesh Kumar,,1,7,0
Bawani Khera,Rohant,Ravita Satbir Ratera,,0,8,0
Bawani Khera,Rohant,Dhanak Manju,,0,9,0
Bawani Khera,Rohant,Vikas,,1,10,0
Bawani Khera,Sarsana,Kapoor Singh,BJP,1066,1,1
Bawani Khera,Sarsana,Pradeep Narwal,INC,246,2,1
Bawani Khera,Sarsana,Master Satbir Ratera,,44,3,1
Bawani Khera,Sarsana,Sandeep Singh Janagal,BSP,1,4,1
Bawani Khera,Sarsana,Langyan Guddi,JJP,12,5,0
Bawani Khera,Sarsana,Dharambir,,3,6,0
Bawani Khera,Sarsana,Ramesh Kumar,,1,7,0
Bawani Khera,Sarsana,Ravita Satbir Ratera,,1,8,0
Bawani Khera,Sarsana,Dhanak Manju,,0,9,0
Bawani Khera,Sarsana,Vikas,,0,10,0
Bawani Khera,Se,Kapoor Singh,BJP,2061,1,1
Bawani Khera,Se,Pradeep Narwal,INC,548,2,1
Bawani Khera,Se,Master Satbir Ratera,,82,3,1
Bawani Khera,Se,Sandeep Singh Janagal,BSP,2,4,1
Bawani Khera,Se,Langyan Guddi,JJP,19,5,0
Bawani Khera,Se,Dharambir,,6,6,0
Bawani Khera,Se,Ramesh Kumar,,4,7,0
Bawani Khera,Se,Ravita Satbir Ratera,,2,8,0
Bawani Khera,Se,Dhanak Manju,,0,9,0
Bawani Khera,Se,Vikas,,3,10,0
Bawani Khera,Sikandarpur Majra Badsi,Kapoor Singh,BJP,867,1,1
Bawani Khera,Sikandarpur Majra Badsi,Pradeep Narwal,INC,479,2,1
Bawani Khera,Sikandarpur Majra Badsi,Master Satbir Ratera,,51,3,1
Bawani Khera,Sikandarpur Majra Badsi,Sandeep Singh Janagal,BSP,9,4,1
Bawani Khera,Sikandarpur Majra Badsi,Langyan Guddi,JJP,3,5,0
Bawani Khera,Sikandarpur Majra Badsi,Dharambir,,1,6,0
Bawani Khera,Sikandarpur Majra Badsi,Ramesh Kumar,,1,7,0
Bawani Khera,Sikandarpur Majra Badsi,Ravita Satbir Ratera,,3,8,0
Bawani Khera,Sikandarpur Majra Badsi,Dhanak Manju,,0,9,0
Bawani Khera,Sikandarpur Majra Badsi,Vikas,,0,10,0
Bawani Khera,Sipara,Kapoor Singh,BJP,729,1,1
Bawani Khera,Sipara,Pradeep Narwal,INC,276,2,1
Bawani Khera,Sipara,Master Satbir Ratera,,278,3,1
Bawani Khera,Sipara,Sandeep Singh Janagal,BSP,5,4,1
Bawani Khera,Sipara,Langyan Guddi,JJP,21,5,0
Bawani Khera,Sipara,Dharambir,,0,6,0
Bawani Khera,Sipara,Ramesh Kumar,,2,7,0
Bawani Khera,Sipara,Ravita Satbir Ratera,,1,8,0
Bawani Khera,Sipara,Dhanak Manju,,1,9,0
Bawani Khera,Sipara,Vikas,,0,10,0
Bawani Khera,Siwada,Kapoor Singh,BJP,712,1,1
Bawani Khera,Siwada,Pradeep Narwal,INC,706,2,1
Bawani Khera,Siwada,Master Satbir Ratera,,157,3,1
Bawani Khera,Siwada,Sandeep Singh Janagal,BSP,13,4,1
Bawani Khera,Siwada,Langyan Guddi,JJP,5,5,0
Bawani Khera,Siwada,Dharambir,,0,6,0
Bawani Khera,Siwada,Ramesh Kumar,,1,7,0
Bawani Khera,Siwada,Ravita Satbir Ratera,,2,8,0
Bawani Khera,Siwada,Dhanak Manju,,0,9,0
Bawani Khera,Siwada,Vikas,,0,10,0
Bawani Khera,Siwana,Kapoor Singh,BJP,132,1,1
Bawani Khera,Siwana,Pradeep Narwal,INC,336,2,1
Bawani Khera,Siwana,Master Satbir Ratera,,46,3,1
Bawani Khera,Siwana,Sandeep Singh Janagal,BSP,7,4,1
Bawani Khera,Siwana,Langyan Guddi,JJP,4,5,0
Bawani Khera,Siwana,Dharambir,,2,6,0
Bawani Khera,Siwana,Ramesh Kumar,,0,7,0
Bawani Khera,Siwana,Ravita Satbir Ratera,,0,8,0
Bawani Khera,Siwana,Dhanak Manju,,0,9,0
Bawani Khera,Siwana,Vikas,,0,10,0
Bawani Khera,Sui,Kapoor Singh,BJP,1535,1,1
Bawani Khera,Sui,Pradeep Narwal,INC,822,2,1
Bawani Khera,Sui,Master Satbir Ratera,,293,3,1
Bawani Khera,Sui,Sandeep Singh Janagal,BSP,42,4,1
Bawani Khera,Sui,Langyan Guddi,JJP,9,5,0
Bawani Khera,Sui,Dharambir,,7,6,0
Bawani Khera,Sui,Ramesh Kumar,,2,7,0
Bawani Khera,Sui,Ravita Satbir Ratera,,3,8,0
Bawani Khera,Sui,Dhanak Manju,,0,9,0
Bawani Khera,Sui,Vikas,,1,10,0
Bawani Khera,Sukhpura Majra Mundhal Khurd,Kapoor Singh,BJP,59,1,1
Bawani Khera,Sukhpura Majra Mundhal Khurd,Pradeep Narwal,INC,338,2,1
Bawani Khera,Sukhpura Majra Mundhal Khurd,Master Satbir Ratera,,25,3,1
Bawani Khera,Sukhpura Majra Mundhal Khurd,Sandeep Singh Janagal,BSP,0,4,1
Bawani Khera,Sukhpura Majra Mundhal Khurd,Langyan Guddi,JJP,8,5,0
Bawani Khera,Sukhpura Majra Mundhal Khurd,Dharambir,,2,6,0
Bawani Khera,Sukhpura Majra Mundhal Khurd,Ramesh Kumar,,0,7,0
Bawani Khera,Sukhpura Majra Mundhal Khurd,Ravita Satbir Ratera,,0,8,0
Bawani Khera,Sukhpura Majra Mundhal Khurd,Dhanak Manju,,0,9,0
Bawani Khera,Sukhpura Majra Mundhal Khurd,Vikas,,0,10,0
Bawani Khera,Sumra Kheda,Kapoor Singh,BJP,148,1,1
Bawani Khera,Sumra Kheda,Pradeep Narwal,INC,462,2,1
Bawani Khera,Sumra Kheda,Master Satbir Ratera,,9,3,1
Bawani Khera,Sumra Kheda,Sandeep Singh Janagal,BSP,0,4,1
Bawani Khera,Sumra Kheda,Langyan Guddi,JJP,0,5,0
Bawani Khera,Sumra Kheda,Dharambir,,0,6,0
Bawani Khera,Sumra Kheda,Ramesh Kumar,,0,7,0
Bawani Khera,Sumra Kheda,Ravita Satbir Ratera,,0,8,0
Bawani Khera,Sumra Kheda,Dhanak Manju,,1,9,0
Bawani Khera,Sumra Kheda,Vikas,,0,10,0
Bawani Khera,Talu,Kapoor Singh,BJP,1612,1,1
Bawani Khera,Talu,Pradeep Narwal,INC,3144,2,1
Bawani Khera,Talu,Master Satbir Ratera,,374,3,1
Bawani Khera,Talu,Sandeep Singh Janagal,BSP,18,4,1
Bawani Khera,Talu,Langyan Guddi,JJP,132,5,0
Bawani Khera,Talu,Dharambir,,14,6,0
Bawani Khera,Talu,Ramesh Kumar,,0,7,0
Bawani Khera,Talu,Ravita Satbir Ratera,,4,8,0
Bawani Khera,Talu,Dhanak Manju,,1,9,0
Bawani Khera,Talu,Vikas,,1,10,0
Bawani Khera,Tigadi,Kapoor Singh,BJP,1136,1,1
Bawani Khera,Tigadi,Pradeep Narwal,INC,786,2,1
Bawani Khera,Tigadi,Master Satbir Ratera,,256,3,1
Bawani Khera,Tigadi,Sandeep Singh Janagal,BSP,24,4,1
Bawani Khera,Tigadi,Langyan Guddi,JJP,6,5,0
Bawani Khera,Tigadi,Dharambir,,5,6,0
Bawani Khera,Tigadi,Ramesh Kumar,,2,7,0
Bawani Khera,Tigadi,Ravita Satbir Ratera,,1,8,0
Bawani Khera,Tigadi,Dhanak Manju,,4,9,0
Bawani Khera,Tigadi,Vikas,,3,10,0
Beri,Achhej,Raghuvir Singh Kadian,INC,880,1,1
Beri,Achhej,Sanjay Kumar,BJP,138,2,1
Beri,Achhej,Amit Kumar,,446,3,1
Beri,Achhej,Permod,INLD,9,4,1
Beri,Achhej,Inderjeet Suhag,,14,5,0
Beri,Achhej,Sonu,,5,6,0
Beri,Achhej,Gowardhan Singh,,5,7,0
Beri,Achhej,Sunil,JJP,3,8,0
Beri,Asanda,Raghuvir Singh Kadian,INC,398,1,1
Beri,Asanda,Sanjay Kumar,BJP,204,2,1
Beri,Asanda,Amit Kumar,,155,3,1
Beri,Asanda,Permod,INLD,12,4,1
Beri,Asanda,Inderjeet Suhag,,3,5,0
Beri,Asanda,Sonu,,2,6,0
Beri,Asanda,Gowardhan Singh,,0,7,0
Beri,Asanda,Sunil,JJP,0,8,0
Beri,Baghpur,Raghuvir Singh Kadian,INC,1055,1,1
Beri,Baghpur,Sanjay Kumar,BJP,376,2,1
Beri,Baghpur,Amit Kumar,,185,3,1
Beri,Baghpur,Permod,INLD,28,4,1
Beri,Baghpur,Inderjeet Suhag,,20,5,0
Beri,Baghpur,Sonu,,13,6,0
Beri,Baghpur,Gowardhan Singh,,10,7,0
Beri,Baghpur,Sunil,JJP,16,8,0
Beri,Bahabana,Raghuvir Singh Kadian,INC,410,1,1
Beri,Bahabana,Sanjay Kumar,BJP,74,2,1
Beri,Bahabana,Amit Kumar,,158,3,1
Beri,Bahabana,Permod,INLD,5,4,1
Beri,Bahabana,Inderjeet Suhag,,2,5,0
Beri,Bahabana,Sonu,,4,6,0
Beri,Bahabana,Gowardhan Singh,,1,7,0
Beri,Bahabana,Sunil,JJP,0,8,0
Beri,Bakra,Raghuvir Singh Kadian,INC,334,1,1
Beri,Bakra,Sanjay Kumar,BJP,261,2,1
Beri,Bakra,Amit Kumar,,265,3,1
Beri,Bakra,Permod,INLD,7,4,1
Beri,Bakra,Inderjeet Suhag,,25,5,0
Beri,Bakra,Sonu,,11,6,0
Beri,Bakra,Gowardhan Singh,,2,7,0
Beri,Bakra,Sunil,JJP,3,8,0
Beri,Barhana,Raghuvir Singh Kadian,INC,2179,1,1
Beri,Barhana,Sanjay Kumar,BJP,356,2,1
Beri,Barhana,Amit Kumar,,1038,3,1
Beri,Barhana,Permod,INLD,38,4,1
Beri,Barhana,Inderjeet Suhag,,14,5,0
Beri,Barhana,Sonu,,33,6,0
Beri,Barhana,Gowardhan Singh,,9,7,0
Beri,Barhana,Sunil,JJP,21,8,0
Beri,Beri,Raghuvir Singh Kadian,INC,3481,1,1
Beri,Beri,Sanjay Kumar,BJP,2935,2,1
Beri,Beri,Amit Kumar,,353,3,1
Beri,Beri,Permod,INLD,83,4,1
Beri,Beri,Inderjeet Suhag,,85,5,0
Beri,Beri,Sonu,,43,6,0
Beri,Beri,Gowardhan Singh,,28,7,0
Beri,Beri,Sunil,JJP,68,8,0
Beri,Beri (Bhagalpuri),Raghuvir Singh Kadian,INC,244,1,1
Beri,Beri (Bhagalpuri),Sanjay Kumar,BJP,335,2,1
Beri,Beri (Bhagalpuri),Amit Kumar,,74,3,1
Beri,Beri (Bhagalpuri),Permod,INLD,4,4,1
Beri,Beri (Bhagalpuri),Inderjeet Suhag,,50,5,0
Beri,Beri (Bhagalpuri),Sonu,,17,6,0
Beri,Beri (Bhagalpuri),Gowardhan Singh,,2,7,0
Beri,Beri (Bhagalpuri),Sunil,JJP,4,8,0
Beri,Beri (Pana Chulyan),Raghuvir Singh Kadian,INC,940,1,1
Beri,Beri (Pana Chulyan),Sanjay Kumar,BJP,219,2,1
Beri,Beri (Pana Chulyan),Amit Kumar,,55,3,1
Beri,Beri (Pana Chulyan),Permod,INLD,19,4,1
Beri,Beri (Pana Chulyan),Inderjeet Suhag,,28,5,0
Beri,Beri (Pana Chulyan),Sonu,,14,6,0
Beri,Beri (Pana Chulyan),Gowardhan Singh,,2,7,0
Beri,Beri (Pana Chulyan),Sunil,JJP,20,8,0
Beri,Bhambhewa,Raghuvir Singh Kadian,INC,1197,1,1
Beri,Bhambhewa,Sanjay Kumar,BJP,246,2,1
Beri,Bhambhewa,Amit Kumar,,349,3,1
Beri,Bhambhewa,Permod,INLD,51,4,1
Beri,Bhambhewa,Inderjeet Suhag,,60,5,0
Beri,Bhambhewa,Sonu,,6,6,0
Beri,Bhambhewa,Gowardhan Singh,,3,7,0
Beri,Bhambhewa,Sunil,JJP,3,8,0
Beri,Bhaparoda,Raghuvir Singh Kadian,INC,1984,1,1
Beri,Bhaparoda,Sanjay Kumar,BJP,1043,2,1
Beri,Bhaparoda,Amit Kumar,,322,3,1
Beri,Bhaparoda,Permod,INLD,895,4,1
Beri,Bhaparoda,Inderjeet Suhag,,26,5,0
Beri,Bhaparoda,Sonu,,29,6,0
Beri,Bhaparoda,Gowardhan Singh,,22,7,0
Beri,Bhaparoda,Sunil,JJP,8,8,0
Beri,Bisahan,Raghuvir Singh Kadian,INC,479,1,1
Beri,Bisahan,Sanjay Kumar,BJP,64,2,1
Beri,Bisahan,Amit Kumar,,44,3,1
Beri,Bisahan,Permod,INLD,12,4,1
Beri,Bisahan,Inderjeet Suhag,,766,5,0
Beri,Bisahan,Sonu,,10,6,0
Beri,Bisahan,Gowardhan Singh,,9,7,0
Beri,Bisahan,Sunil,JJP,2,8,0
Beri,Chamanpura,Raghuvir Singh Kadian,INC,320,1,1
Beri,Chamanpura,Sanjay Kumar,BJP,232,2,1
Beri,Chamanpura,Amit Kumar,,234,3,1
Beri,Chamanpura,Permod,INLD,1,4,1
Beri,Chamanpura,Inderjeet Suhag,,30,5,0
Beri,Chamanpura,Sonu,,5,6,0
Beri,Chamanpura,Gowardhan Singh,,6,7,0
Beri,Chamanpura,Sunil,JJP,8,8,0
Beri,Chhara,Raghuvir Singh Kadian,INC,3800,1,1
Beri,Chhara,Sanjay Kumar,BJP,1789,2,1
Beri,Chhara,Amit Kumar,,839,3,1
Beri,Chhara,Permod,INLD,36,4,1
Beri,Chhara,Inderjeet Suhag,,96,5,0
Beri,Chhara,Sonu,,20,6,0
Beri,Chhara,Gowardhan Singh,,206,7,0
Beri,Chhara,Sunil,JJP,30,8,0
Beri,Chhochhi,Raghuvir Singh Kadian,INC,603,1,1
Beri,Chhochhi,Sanjay Kumar,BJP,91,2,1
Beri,Chhochhi,Amit Kumar,,300,3,1
Beri,Chhochhi,Permod,INLD,18,4,1
Beri,Chhochhi,Inderjeet Suhag,,10,5,0
Beri,Chhochhi,Sonu,,6,6,0
Beri,Chhochhi,Gowardhan Singh,,3,7,0
Beri,Chhochhi,Sunil,JJP,2,8,0
Beri,Chhudani,Raghuvir Singh Kadian,INC,850,1,1
Beri,Chhudani,Sanjay Kumar,BJP,132,2,1
Beri,Chhudani,Amit Kumar,,685,3,1
